player,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,npxg_xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches
"Coufal, Vladimír",CZE,DF,29.0,11.0,8.0,758,8.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,1.5,1.7,0.03,0.17,0.2,0.03,0.2,https://fbref.com/en/players/fdf3cb77/matchlogs/2021-2022/summary/Vladimir-Coufal-Match-Logs
"Dawson, Craig",ENG,DF,31.0,11.0,7.0,713,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,0.11,0.01,0.11,0.11,0.11,https://fbref.com/en/players/3e9e06cb/matchlogs/2021-2022/summary/Craig-Dawson-Match-Logs
"Johnson, Ben",ENG,DF,21.0,8.0,7.0,631,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04,https://fbref.com/en/players/9319781b/matchlogs/2021-2022/summary/Ben-Johnson-Match-Logs
"Vlašić, Nikola",CRO,"MF,FW",24.0,5.0,1.0,129,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.06,0.08,0.14,0.06,0.14,https://fbref.com/en/players/aa8e289e/matchlogs/2021-2022/summary/Nikola-Vlasic-Match-Logs
"Masuaku, Arthur",COD,FW,28.0,3.0,1.0,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/57df7a11/matchlogs/2021-2022/summary/Arthur-Masuaku-Match-Logs
"Lanzini, Manuel",ARG,"MF,FW",28.0,8.0,0.0,131,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.69,0.69,1.37,0.69,1.37,0.1,0.1,0.8,1.0,0.08,0.58,0.66,0.08,0.66,https://fbref.com/en/players/26f6dca8/matchlogs/2021-2022/summary/Manuel-Lanzini-Match-Logs
"Yarmolenko, Andriy",UKR,"FW,MF",32.0,8.0,0.0,60,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.16,0.04,0.21,0.16,0.21,https://fbref.com/en/players/849c826a/matchlogs/2021-2022/summary/Andriy-Yarmolenko-Match-Logs
"Noble, Mark",ENG,FW,34.0,2.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,17.1,0.0,17.1,0.0,0.0,https://fbref.com/en/players/ff527768/matchlogs/2021-2022/summary/Mark-Noble-Match-Logs
"Fredericks, Ryan",ENG,DF,29.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/c067631c/matchlogs/2021-2022/summary/Ryan-Fredericks-Match-Logs
"Areola, Alphonse",FRA,GK,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/2f965a72/matchlogs/2021-2022/summary/Alphonse-Areola-Match-Logs
"Ashby, Harrison",SCO,DF,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/b391383a/matchlogs/2021-2022/summary/Harrison-Ashby-Match-Logs
"Baptiste, Jamal",ENG,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/41d3704d/matchlogs/2021-2022/summary/Jamal-Baptiste-Match-Logs
"Coventry, Conor",IRL,MF,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/a5ca9127/matchlogs/2021-2022/summary/Conor-Coventry-Match-Logs
"Diop, Issa",FRA,DF,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/a712ca2b/matchlogs/2021-2022/summary/Issa-Diop-Match-Logs
"Král, Alex",CZE,MF,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/e717705a/matchlogs/2021-2022/summary/Alex-Kral-Match-Logs
"Perkins, Sonny",ENG,FW,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/87f12e30/matchlogs/2021-2022/summary/Sonny-Perkins-Match-Logs
