player,nationality,position,age,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
"Alcántara, Thiago",ESP,MF,30.0,4.6,331.0,378.0,87.6,6879.0,1987.0,108.0,121.0,89.3,167.0,180.0,92.8,52.0,68.0,76.5,1.0,0.8,0.2,6.0,49.0,6.0,0.0,49.0,https://fbref.com/en/players/77e84962/matchlogs/2021-2022/passing/Thiago-Alcantara-Match-Logs
"Milner, James",ENG,"MF,DF",35.0,4.5,283.0,340.0,83.2,5825.0,1992.0,103.0,114.0,90.4,126.0,141.0,89.4,50.0,74.0,67.6,1.0,1.3,-0.3,6.0,31.0,9.0,2.0,36.0,https://fbref.com/en/players/2f90f6b8/matchlogs/2021-2022/passing/James-Milner-Match-Logs
"Keïta, Naby",GUI,MF,26.0,4.0,190.0,219.0,86.8,2982.0,736.0,105.0,113.0,92.9,72.0,80.0,90.0,9.0,15.0,60.0,1.0,0.8,0.2,4.0,15.0,4.0,0.0,19.0,https://fbref.com/en/players/f25c8e3a/matchlogs/2021-2022/passing/Naby-Keita-Match-Logs
"Tsimikas, Kostas",GRE,DF,25.0,4.3,180.0,254.0,70.9,3388.0,1260.0,70.0,78.0,89.7,85.0,113.0,75.2,23.0,53.0,43.4,1.0,1.2,-0.2,12.0,11.0,7.0,5.0,21.0,https://fbref.com/en/players/f315ca93/matchlogs/2021-2022/passing/Kostas-Tsimikas-Match-Logs
"Firmino, Roberto",BRA,FW,30.0,4.1,137.0,178.0,77.0,2313.0,521.0,73.0,77.0,94.8,50.0,67.0,74.6,14.0,19.0,73.7,1.0,0.8,0.2,8.0,11.0,6.0,0.0,14.0,https://fbref.com/en/players/4c370d81/matchlogs/2021-2022/passing/Roberto-Firmino-Match-Logs
"Konaté, Ibrahima",FRA,DF,22.0,4.0,197.0,224.0,87.9,4243.0,1636.0,57.0,64.0,89.1,104.0,110.0,94.5,33.0,47.0,70.2,0.0,0.1,-0.1,1.0,13.0,1.0,0.0,14.0,https://fbref.com/en/players/5ed9b537/matchlogs/2021-2022/passing/Ibrahima-Konate-Match-Logs
"Oxlade-Chamberlain, Alex",ENG,MF,28.0,4.2,169.0,216.0,78.2,3501.0,836.0,59.0,76.0,77.6,71.0,86.0,82.6,34.0,43.0,79.1,1.0,0.4,0.6,4.0,23.0,5.0,1.0,21.0,https://fbref.com/en/players/38c7feef/matchlogs/2021-2022/passing/Alex-Oxlade-Chamberlain-Match-Logs
"Jones, Curtis",ENG,MF,20.0,3.6,209.0,223.0,93.7,3419.0,639.0,107.0,111.0,96.4,89.0,90.0,98.9,12.0,18.0,66.7,1.0,0.2,0.8,2.0,19.0,1.0,0.0,8.0,https://fbref.com/en/players/4fb9c88f/matchlogs/2021-2022/passing/Curtis-Jones-Match-Logs
"Elliott, Harvey",ENG,MF,18.0,2.8,154.0,184.0,83.7,2598.0,742.0,79.0,89.0,88.8,61.0,71.0,85.9,14.0,18.0,77.8,0.0,0.3,-0.3,4.0,18.0,5.0,1.0,26.0,https://fbref.com/en/players/c8387671/matchlogs/2021-2022/passing/Harvey-Elliott-Match-Logs
"Kelleher, Caoimhín",IRL,GK,23.0,1.0,41.0,43.0,95.3,943.0,426.0,10.0,10.0,100.0,24.0,24.0,100.0,7.0,9.0,77.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/62d7ef38/matchlogs/2021-2022/passing/Caoimhin-Kelleher-Match-Logs
"Minamino, Takumi",JPN,"FW,MF",26.0,0.5,23.0,24.0,95.8,366.0,53.0,13.0,13.0,100.0,9.0,10.0,90.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,https://fbref.com/en/players/f833a830/matchlogs/2021-2022/passing/Takumi-Minamino-Match-Logs
"Origi, Divock",BEL,FW,26.0,0.2,5.0,6.0,83.3,59.0,0.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/43a166b4/matchlogs/2021-2022/passing/Divock-Origi-Match-Logs
"Gomez, Joe",ENG,DF,24.0,0.2,7.0,13.0,53.8,147.0,31.0,2.0,4.0,50.0,3.0,5.0,60.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/7a11550b/matchlogs/2021-2022/passing/Joe-Gomez-Match-Logs
"Williams, Neco",WAL,DF,20.0,0.1,8.0,8.0,100.0,153.0,32.0,1.0,1.0,100.0,5.0,5.0,100.0,1.0,1.0,100.0,1.0,0.6,0.4,1.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/dd323728/matchlogs/2021-2022/passing/Neco-Williams-Match-Logs
"Morton, Tyler",ENG,MF,19.0,0.1,6.0,7.0,85.7,84.0,15.0,3.0,4.0,75.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2bc28bb9/matchlogs/2021-2022/passing/Tyler-Morton-Match-Logs
