player,nationality,position,age,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
"Foden, Phil",ENG,FW,21.0,6.8,3.0,3.0,1.0,1.0,1.0,2.0,2.0,100.0,0.0,133.0,38.0,28.6,16.0,48.0,69.0,5.0,1.0,0.0,4.0,7.0,10.0,0.0,0.0,https://fbref.com/en/players/ed1e53f3/matchlogs/2021-2022/defense/Phil-Foden-Match-Logs
"Sterling, Raheem",ENG,FW,26.0,7.2,8.0,5.0,0.0,5.0,3.0,4.0,14.0,28.6,10.0,98.0,25.0,25.5,13.0,52.0,33.0,5.0,0.0,0.0,5.0,4.0,12.0,1.0,0.0,https://fbref.com/en/players/b400bde0/matchlogs/2021-2022/defense/Raheem-Sterling-Match-Logs
"De Bruyne, Kevin",BEL,MF,30.0,5.0,3.0,2.0,0.0,2.0,1.0,1.0,6.0,16.7,5.0,76.0,24.0,31.6,12.0,29.0,35.0,7.0,2.0,0.0,5.0,3.0,6.0,3.0,0.0,https://fbref.com/en/players/e46012d4/matchlogs/2021-2022/defense/Kevin-De-Bruyne-Match-Logs
"Mahrez, Riyad",ALG,FW,30.0,5.3,4.0,2.0,0.0,3.0,1.0,1.0,7.0,14.3,6.0,80.0,24.0,30.0,15.0,34.0,31.0,5.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,https://fbref.com/en/players/892d5bb1/matchlogs/2021-2022/defense/Riyad-Mahrez-Match-Logs
"Aké, Nathan",NED,DF,26.0,4.2,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,21.0,5.0,23.8,10.0,10.0,1.0,5.0,4.0,0.0,1.0,7.0,11.0,14.0,0.0,https://fbref.com/en/players/eaeca114/matchlogs/2021-2022/defense/Nathan-Ake-Match-Logs
"Torres, Ferrán",ESP,FW,21.0,3.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,38.0,13.0,34.2,3.0,8.0,27.0,6.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,https://fbref.com/en/players/9e1035f8/matchlogs/2021-2022/defense/Ferran-Torres-Match-Logs
"Stones, John",ENG,DF,27.0,3.4,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,5.0,55.6,3.0,6.0,0.0,2.0,1.0,0.0,1.0,3.0,4.0,16.0,0.0,https://fbref.com/en/players/5eecec3d/matchlogs/2021-2022/defense/John-Stones-Match-Logs
Fernandinho,BRA,MF,36.0,3.1,10.0,6.0,2.0,7.0,1.0,1.0,8.0,12.5,7.0,46.0,12.0,26.1,12.0,28.0,6.0,3.0,0.0,0.0,3.0,1.0,11.0,6.0,0.0,https://fbref.com/en/players/101da2b5/matchlogs/2021-2022/defense/Fernandinho-Match-Logs
"Zinchenko, Oleksandr",UKR,DF,24.0,1.6,3.0,2.0,1.0,2.0,0.0,1.0,2.0,50.0,1.0,8.0,6.0,75.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,2.0,5.0,3.0,0.0,https://fbref.com/en/players/51cf8561/matchlogs/2021-2022/defense/Oleksandr-Zinchenko-Match-Logs
"Palmer, Cole",ENG,"FW,MF",19.0,1.2,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,27.0,6.0,22.2,3.0,10.0,14.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,https://fbref.com/en/players/dc7f8a28/matchlogs/2021-2022/defense/Cole-Palmer-Match-Logs
"Steffen, Zack",USA,GK,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/42130443/matchlogs/2021-2022/defense/Zack-Steffen-Match-Logs
"Mendy, Benjamin",FRA,DF,27.0,0.9,3.0,1.0,1.0,1.0,1.0,2.0,4.0,50.0,2.0,12.0,2.0,16.7,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,https://fbref.com/en/players/5271c8f1/matchlogs/2021-2022/defense/Benjamin-Mendy-Match-Logs
"Mcatee, James",ENG,FW,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/96593e89/matchlogs/2021-2022/defense/James-Mcatee-Match-Logs
