player,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,npxg_xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches
"Mahrez, Riyad",ALG,FW,30.0,11.0,4.0,478,5.3,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.38,0.19,0.56,0.38,0.56,2.5,2.5,1.4,3.9,0.47,0.26,0.73,0.47,0.73,https://fbref.com/en/players/892d5bb1/matchlogs/2021-2022/summary/Riyad-Mahrez-Match-Logs
"Aké, Nathan",NED,DF,26.0,5.0,4.0,375,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.05,0.0,0.05,0.05,0.05,https://fbref.com/en/players/eaeca114/matchlogs/2021-2022/summary/Nathan-Ake-Match-Logs
"Torres, Ferrán",ESP,FW,21.0,4.0,4.0,303,3.4,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.59,0.3,0.89,0.59,0.89,2.5,2.5,0.0,2.5,0.74,0.01,0.75,0.74,0.75,https://fbref.com/en/players/9e1035f8/matchlogs/2021-2022/summary/Ferran-Torres-Match-Logs
"Stones, John",ENG,DF,27.0,4.0,3.0,302,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.09,0.0,0.09,0.09,0.09,https://fbref.com/en/players/5eecec3d/matchlogs/2021-2022/summary/John-Stones-Match-Logs
Fernandinho,BRA,MF,36.0,8.0,3.0,282,3.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,0.7,0.7,0.5,1.2,0.22,0.15,0.37,0.22,0.37,https://fbref.com/en/players/101da2b5/matchlogs/2021-2022/summary/Fernandinho-Match-Logs
"Zinchenko, Oleksandr",UKR,DF,24.0,3.0,1.0,147,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.05,0.03,0.08,0.05,0.08,https://fbref.com/en/players/51cf8561/matchlogs/2021-2022/summary/Oleksandr-Zinchenko-Match-Logs
"Palmer, Cole",ENG,"FW,MF",19.0,3.0,1.0,109,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.26,0.19,0.44,0.26,0.44,https://fbref.com/en/players/dc7f8a28/matchlogs/2021-2022/summary/Cole-Palmer-Match-Logs
"Steffen, Zack",USA,GK,26.0,1.0,1.0,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/42130443/matchlogs/2021-2022/summary/Zack-Steffen-Match-Logs
"Mendy, Benjamin",FRA,DF,27.0,1.0,1.0,78,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.3,https://fbref.com/en/players/5271c8f1/matchlogs/2021-2022/summary/Benjamin-Mendy-Match-Logs
"Mcatee, James",ENG,FW,19.0,1.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,0.95,0.95,https://fbref.com/en/players/96593e89/matchlogs/2021-2022/summary/James-Mcatee-Match-Logs
"Carson, Scott",ENG,GK,36.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/3e1550ee/matchlogs/2021-2022/summary/Scott-Carson-Match-Logs
"Doyle, Thomas",ENG,MF,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/5526deb1/matchlogs/2021-2022/summary/Thomas-Doyle-Match-Logs
"Edozie, Samuel",ENG,FW,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/007414dd/matchlogs/2021-2022/summary/Samuel-Edozie-Match-Logs
"Lavia, Roméo",BEL,MF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/ecad9aa5/matchlogs/2021-2022/summary/Romeo-Lavia-Match-Logs
"Mbete-Tatu, Luke",ENG,DF,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/387e1d35/matchlogs/2021-2022/summary/Luke-Mbete-Tatu-Match-Logs
"Slicker, Cieran",SCO,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/02aed921/matchlogs/2021-2022/summary/Cieran-Slicker-Match-Logs
"Wilson-Esbrand, Josh",ENG,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/c19a2df1/matchlogs/2021-2022/summary/Josh-Wilson-Esbrand-Match-Logs
