player,nationality,position,age,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,matches
"Pogba, Paul",FRA,"MF,FW",28.0,7.0,30.0,4.28,25.0,0.0,2.0,1.0,2.0,0.0,8.0,1.14,8.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/867239d3/matchlogs/2021-2022/gca/Paul-Pogba-Match-Logs
"Varane, Raphaël",FRA,DF,28.0,6.0,5.0,0.83,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9f8e9423/matchlogs/2021-2022/gca/Raphael-Varane-Match-Logs
"Sancho, Jadon",ENG,FW,21.0,5.5,25.0,4.53,20.0,1.0,3.0,1.0,0.0,0.0,2.0,0.36,1.0,0.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/dbf053da/matchlogs/2021-2022/gca/Jadon-Sancho-Match-Logs
"Matić, Nemanja",SRB,MF,33.0,5.3,11.0,2.09,10.0,0.0,0.0,0.0,0.0,1.0,2.0,0.38,2.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/eb7822d7/matchlogs/2021-2022/gca/Nemanja-Matic-Match-Logs
"Rashford, Marcus",ENG,FW,24.0,2.8,2.0,0.71,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a1d5bd30/matchlogs/2021-2022/gca/Marcus-Rashford-Match-Logs
"Cavani, Edinson",URU,FW,34.0,2.4,2.0,0.85,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/527f063d/matchlogs/2021-2022/gca/Edinson-Cavani-Match-Logs
"Martial, Anthony",FRA,FW,25.0,2.2,2.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/8b788c01/matchlogs/2021-2022/gca/Anthony-Martial-Match-Logs
"Bailly, Eric",CIV,DF,27.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a1232f4e/matchlogs/2021-2022/gca/Eric-Bailly-Match-Logs
"James, Daniel",WAL,FW,24.0,1.4,3.0,2.14,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/c931d9f9/matchlogs/2021-2022/gca/Daniel-James-Match-Logs
"Telles, Alex",BRA,DF,28.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e73c9bb2/matchlogs/2021-2022/gca/Alex-Telles-Match-Logs
"Dalot, Diogo",POR,DF,22.0,1.0,2.0,1.94,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/d9565625/matchlogs/2021-2022/gca/Diogo-Dalot-Match-Logs
"Lingard, Jesse",ENG,FW,28.0,0.9,4.0,4.34,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/810e3c74/matchlogs/2021-2022/gca/Jesse-Lingard-Match-Logs
"Beek, Donny van",NED,MF,24.0,0.7,4.0,5.63,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/50dc94ce/matchlogs/2021-2022/gca/Donny-van-de-Beek-Match-Logs
