player,nationality,position,age,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,matches
"Evans, Jonny",NIR,DF,33.0,7.3,490.0,98.0,305.0,191.0,13.0,7.0,469.0,0.0,1.0,0.0,0.0,0.0,268.0,1247.0,586.0,8.0,2.0,0.0,0.0,0.0,301.0,292.0,97.0,0.0,https://fbref.com/en/players/f8fcd2a5/matchlogs/2021-2022/possession/Jonny-Evans-Match-Logs
"Amartey, Daniel",GHA,DF,26.0,6.7,486.0,50.0,245.0,254.0,15.0,0.0,481.0,3.0,5.0,60.0,3.0,0.0,350.0,1546.0,975.0,25.0,4.0,0.0,3.0,1.0,370.0,363.0,98.1,0.0,https://fbref.com/en/players/1a4ef233/matchlogs/2021-2022/possession/Daniel-Amartey-Match-Logs
"Thomas, Luke",ENG,DF,20.0,6.0,417.0,18.0,136.0,200.0,99.0,5.0,338.0,4.0,9.0,44.4,6.0,0.0,232.0,915.0,507.0,17.0,6.0,1.0,10.0,7.0,252.0,237.0,94.0,11.0,https://fbref.com/en/players/fc027d02/matchlogs/2021-2022/possession/Luke-Thomas-Match-Logs
"Lookman, Ademola",ENG,"FW,MF",24.0,5.8,286.0,4.0,39.0,143.0,119.0,30.0,280.0,13.0,22.0,59.1,14.0,1.0,222.0,888.0,446.0,28.0,10.0,4.0,13.0,15.0,262.0,197.0,75.2,48.0,https://fbref.com/en/players/7c104bb7/matchlogs/2021-2022/possession/Ademola-Lookman-Match-Logs
"Iheanacho, Kelechi",NGA,"FW,MF",25.0,4.9,227.0,4.0,19.0,110.0,108.0,23.0,223.0,8.0,18.0,44.4,8.0,1.0,172.0,704.0,394.0,22.0,7.0,3.0,21.0,10.0,298.0,168.0,56.4,40.0,https://fbref.com/en/players/c92e1a31/matchlogs/2021-2022/possession/Kelechi-Iheanacho-Match-Logs
"Vestergaard, Jannik",DEN,DF,29.0,4.3,315.0,62.0,182.0,137.0,8.0,3.0,310.0,2.0,2.0,100.0,2.0,0.0,201.0,1040.0,459.0,8.0,3.0,0.0,1.0,0.0,211.0,200.0,94.8,0.0,https://fbref.com/en/players/1900032e/matchlogs/2021-2022/possession/Jannik-Vestergaard-Match-Logs
"Bertrand, Ryan",ENG,DF,32.0,3.7,228.0,18.0,71.0,113.0,55.0,4.0,182.0,0.0,1.0,0.0,1.0,1.0,122.0,544.0,216.0,11.0,3.0,1.0,4.0,5.0,148.0,128.0,86.5,2.0,https://fbref.com/en/players/01226327/matchlogs/2021-2022/possession/Ryan-Bertrand-Match-Logs
"Albrighton, Marc",ENG,"FW,MF",32.0,3.3,160.0,9.0,34.0,73.0,60.0,2.0,130.0,8.0,14.0,57.1,9.0,1.0,89.0,374.0,135.0,7.0,2.0,2.0,4.0,6.0,118.0,78.0,66.1,9.0,https://fbref.com/en/players/b827d5b3/matchlogs/2021-2022/possession/Marc-Albrighton-Match-Logs
"Pérez, Ayoze",ESP,"FW,MF",28.0,1.8,91.0,1.0,12.0,52.0,33.0,11.0,90.0,1.0,5.0,20.0,1.0,1.0,58.0,230.0,142.0,9.0,5.0,1.0,4.0,3.0,88.0,67.0,76.1,16.0,https://fbref.com/en/players/819aa8e7/matchlogs/2021-2022/possession/Ayoze-Perez-Match-Logs
"Choudhury, Hamza",ENG,MF,24.0,0.7,49.0,3.0,12.0,39.0,1.0,0.0,48.0,1.0,1.0,100.0,1.0,0.0,22.0,48.0,11.0,0.0,0.0,0.0,1.0,2.0,29.0,26.0,89.7,0.0,https://fbref.com/en/players/7d2d3329/matchlogs/2021-2022/possession/Hamza-Choudhury-Match-Logs
"Daka, Patson",ZAM,"FW,MF",23.0,1.4,45.0,1.0,9.0,19.0,20.0,9.0,45.0,1.0,3.0,33.3,2.0,0.0,27.0,64.0,32.0,3.0,0.0,1.0,6.0,1.0,51.0,30.0,58.8,9.0,https://fbref.com/en/players/ca45605e/matchlogs/2021-2022/possession/Patson-Daka-Match-Logs
"Dewsbury Hall, Kiernan",ENG,MF,23.0,0.9,76.0,2.0,15.0,38.0,31.0,6.0,74.0,2.0,3.0,66.7,2.0,0.0,54.0,308.0,121.0,4.0,1.0,1.0,1.0,3.0,53.0,47.0,88.7,6.0,https://fbref.com/en/players/5c74c0f5/matchlogs/2021-2022/possession/Kiernan-Dewsbury-Hall-Match-Logs
