player,nationality,position,age,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
"Evans, Jonny",NIR,DF,33.0,7.3,344.0,423.0,81.3,7662.0,2785.0,74.0,89.0,83.1,216.0,234.0,92.3,52.0,97.0,53.6,1.0,0.3,0.7,1.0,18.0,1.0,0.0,17.0,https://fbref.com/en/players/f8fcd2a5/matchlogs/2021-2022/passing/Jonny-Evans-Match-Logs
"Amartey, Daniel",GHA,DF,26.0,6.7,379.0,427.0,88.8,7574.0,2346.0,113.0,123.0,91.9,217.0,231.0,93.9,46.0,61.0,75.4,0.0,0.0,0.0,1.0,14.0,0.0,0.0,25.0,https://fbref.com/en/players/1a4ef233/matchlogs/2021-2022/passing/Daniel-Amartey-Match-Logs
"Thomas, Luke",ENG,DF,20.0,6.0,290.0,349.0,83.1,4851.0,1495.0,129.0,138.0,93.5,140.0,160.0,87.5,18.0,41.0,43.9,1.0,0.4,0.6,4.0,12.0,5.0,0.0,24.0,https://fbref.com/en/players/fc027d02/matchlogs/2021-2022/passing/Luke-Thomas-Match-Logs
"Lookman, Ademola",ENG,"FW,MF",24.0,5.8,147.0,204.0,72.1,2096.0,467.0,87.0,106.0,82.1,45.0,59.0,76.3,7.0,17.0,41.2,0.0,1.0,-1.0,9.0,10.0,7.0,1.0,14.0,https://fbref.com/en/players/7c104bb7/matchlogs/2021-2022/passing/Ademola-Lookman-Match-Logs
"Iheanacho, Kelechi",NGA,"FW,MF",25.0,4.9,104.0,147.0,70.7,1493.0,373.0,59.0,72.0,81.9,32.0,42.0,76.2,5.0,16.0,31.3,2.0,1.3,0.7,8.0,7.0,5.0,0.0,15.0,https://fbref.com/en/players/c92e1a31/matchlogs/2021-2022/passing/Kelechi-Iheanacho-Match-Logs
"Vestergaard, Jannik",DEN,DF,29.0,4.3,234.0,252.0,92.9,5237.0,1604.0,66.0,69.0,95.7,122.0,128.0,95.3,42.0,49.0,85.7,0.0,0.0,0.0,1.0,10.0,0.0,0.0,11.0,https://fbref.com/en/players/1900032e/matchlogs/2021-2022/passing/Jannik-Vestergaard-Match-Logs
"Bertrand, Ryan",ENG,DF,32.0,3.7,154.0,191.0,80.6,2609.0,1077.0,75.0,81.0,92.6,65.0,78.0,83.3,9.0,18.0,50.0,0.0,0.3,-0.3,2.0,11.0,1.0,0.0,7.0,https://fbref.com/en/players/01226327/matchlogs/2021-2022/passing/Ryan-Bertrand-Match-Logs
"Albrighton, Marc",ENG,"FW,MF",32.0,3.3,62.0,118.0,52.5,1142.0,583.0,33.0,35.0,94.3,21.0,37.0,56.8,7.0,36.0,19.4,0.0,0.2,-0.2,3.0,7.0,2.0,2.0,4.0,https://fbref.com/en/players/b827d5b3/matchlogs/2021-2022/passing/Marc-Albrighton-Match-Logs
"Pérez, Ayoze",ESP,"FW,MF",28.0,1.8,49.0,63.0,77.8,701.0,191.0,29.0,35.0,82.9,16.0,22.0,72.7,2.0,3.0,66.7,2.0,0.7,1.3,6.0,5.0,1.0,0.0,8.0,https://fbref.com/en/players/819aa8e7/matchlogs/2021-2022/passing/Ayoze-Perez-Match-Logs
"Choudhury, Hamza",ENG,MF,24.0,0.7,23.0,34.0,67.6,452.0,102.0,8.0,13.0,61.5,11.0,13.0,84.6,4.0,6.0,66.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,https://fbref.com/en/players/7d2d3329/matchlogs/2021-2022/passing/Hamza-Choudhury-Match-Logs
"Daka, Patson",ZAM,"FW,MF",23.0,1.4,17.0,21.0,81.0,246.0,78.0,12.0,14.0,85.7,5.0,6.0,83.3,0.0,0.0,,1.0,0.9,0.1,1.0,1.0,1.0,0.0,3.0,https://fbref.com/en/players/ca45605e/matchlogs/2021-2022/passing/Patson-Daka-Match-Logs
"Dewsbury Hall, Kiernan",ENG,MF,23.0,0.9,42.0,59.0,71.2,683.0,141.0,20.0,22.0,90.9,14.0,22.0,63.6,4.0,10.0,40.0,0.0,0.1,-0.1,2.0,2.0,1.0,0.0,3.0,https://fbref.com/en/players/5c74c0f5/matchlogs/2021-2022/passing/Kiernan-Dewsbury-Hall-Match-Logs
