player,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,npxg_xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches
"Lookman, Ademola",ENG,"FW,MF",24.0,9.0,6.0,522,5.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,1.9,1.9,1.0,2.9,0.33,0.17,0.5,0.33,0.5,https://fbref.com/en/players/7c104bb7/matchlogs/2021-2022/summary/Ademola-Lookman-Match-Logs
"Iheanacho, Kelechi",NGA,"FW,MF",25.0,11.0,4.0,442,4.9,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.41,0.61,0.2,0.61,1.3,1.3,1.3,2.6,0.27,0.26,0.53,0.27,0.53,https://fbref.com/en/players/c92e1a31/matchlogs/2021-2022/summary/Kelechi-Iheanacho-Match-Logs
"Vestergaard, Jannik",DEN,DF,29.0,7.0,4.0,385,4.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/1900032e/matchlogs/2021-2022/summary/Jannik-Vestergaard-Match-Logs
"Bertrand, Ryan",ENG,DF,32.0,4.0,4.0,337,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.08,0.08,0.0,0.08,https://fbref.com/en/players/01226327/matchlogs/2021-2022/summary/Ryan-Bertrand-Match-Logs
"Albrighton, Marc",ENG,"FW,MF",32.0,5.0,3.0,297,3.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.3,0.01,0.07,0.08,0.01,0.08,https://fbref.com/en/players/b827d5b3/matchlogs/2021-2022/summary/Marc-Albrighton-Match-Logs
"Pérez, Ayoze",ESP,"FW,MF",28.0,5.0,2.0,161,1.8,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.12,1.12,0.0,1.12,0.9,0.9,0.7,1.6,0.53,0.36,0.89,0.53,0.89,https://fbref.com/en/players/819aa8e7/matchlogs/2021-2022/summary/Ayoze-Perez-Match-Logs
"Choudhury, Hamza",ENG,MF,24.0,1.0,1.0,59,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7d2d3329/matchlogs/2021-2022/summary/Hamza-Choudhury-Match-Logs
"Daka, Patson",ZAM,"FW,MF",23.0,5.0,0.0,123,1.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.73,0.73,1.46,0.73,1.46,0.9,0.9,0.9,1.8,0.66,0.63,1.29,0.66,1.29,https://fbref.com/en/players/ca45605e/matchlogs/2021-2022/summary/Patson-Daka-Match-Logs
"Dewsbury Hall, Kiernan",ENG,MF,23.0,5.0,0.0,83,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.08,0.14,0.22,0.08,0.22,https://fbref.com/en/players/5c74c0f5/matchlogs/2021-2022/summary/Kiernan-Dewsbury-Hall-Match-Logs
"Jakupović, Eldin",SUI,GK,37.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/1148323a/matchlogs/2021-2022/summary/Eldin-Jakupovic-Match-Logs
"Praet, Dennis",BEL,MF,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/86695068/matchlogs/2021-2022/summary/Dennis-Praet-Match-Logs
"Ward, Danny",WAL,GK,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/d3ce0e89/matchlogs/2021-2022/summary/Danny-Ward-Match-Logs
