player,nationality,position,age,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
"James, Reece",ENG,DF,21.0,7.1,15.0,11.0,11.0,3.0,1.0,5.0,12.0,41.7,7.0,98.0,43.0,43.9,45.0,35.0,18.0,12.0,1.0,1.0,11.0,6.0,21.0,4.0,0.0,https://fbref.com/en/players/1265a93a/matchlogs/2021-2022/defense/Reece-James-Match-Logs
"Lukaku, Romelu",BEL,FW,28.0,7.2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,44.0,17.0,38.6,2.0,21.0,21.0,4.0,3.0,0.0,1.0,1.0,2.0,10.0,0.0,https://fbref.com/en/players/5eae500a/matchlogs/2021-2022/defense/Romelu-Lukaku-Match-Logs
"Mount, Mason",ENG,"MF,FW",22.0,6.9,9.0,6.0,3.0,3.0,3.0,2.0,12.0,16.7,10.0,135.0,39.0,28.9,27.0,55.0,53.0,5.0,0.0,0.0,5.0,6.0,15.0,5.0,0.0,https://fbref.com/en/players/9674002f/matchlogs/2021-2022/defense/Mason-Mount-Match-Logs
"Hudson-Odoi, Callum",ENG,"FW,MF",21.0,6.1,7.0,2.0,3.0,3.0,1.0,1.0,9.0,11.1,8.0,91.0,24.0,26.4,13.0,43.0,35.0,7.0,0.0,0.0,7.0,2.0,9.0,3.0,0.0,https://fbref.com/en/players/15f3ec41/matchlogs/2021-2022/defense/Callum-Hudson-Odoi-Match-Logs
"Chilwell, Ben",ENG,DF,24.0,6.0,10.0,5.0,3.0,6.0,1.0,0.0,5.0,0.0,5.0,92.0,31.0,33.7,34.0,36.0,22.0,10.0,0.0,0.0,10.0,6.0,16.0,15.0,1.0,https://fbref.com/en/players/d2424d1b/matchlogs/2021-2022/defense/Ben-Chilwell-Match-Logs
"Kanté, N'Golo",FRA,MF,30.0,5.5,15.0,8.0,6.0,5.0,4.0,3.0,9.0,33.3,6.0,92.0,32.0,34.8,31.0,37.0,24.0,10.0,1.0,0.0,9.0,9.0,24.0,2.0,0.0,https://fbref.com/en/players/b9fbae28/matchlogs/2021-2022/defense/NGolo-Kante-Match-Logs
"Werner, Timo",GER,FW,25.0,5.2,2.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,11.0,108.0,31.0,28.7,16.0,33.0,59.0,4.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,https://fbref.com/en/players/49fe9070/matchlogs/2021-2022/defense/Timo-Werner-Match-Logs
"Loftus-Cheek, Ruben",ENG,MF,25.0,5.0,10.0,6.0,6.0,3.0,1.0,2.0,6.0,33.3,4.0,81.0,27.0,33.3,23.0,44.0,14.0,6.0,2.0,0.0,4.0,6.0,16.0,9.0,0.0,https://fbref.com/en/players/e97fd090/matchlogs/2021-2022/defense/Ruben-Loftus-Cheek-Match-Logs
"Ziyech, Hakim",MAR,"MF,FW",28.0,3.7,6.0,4.0,0.0,4.0,2.0,2.0,13.0,15.4,11.0,80.0,20.0,25.0,10.0,44.0,26.0,2.0,1.0,0.0,1.0,7.0,13.0,4.0,0.0,https://fbref.com/en/players/6622454d/matchlogs/2021-2022/defense/Hakim-Ziyech-Match-Logs
"Pulisic, Christian",USA,"MF,DF",23.0,2.4,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,49.0,13.0,26.5,11.0,15.0,23.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,https://fbref.com/en/players/1bf33a9a/matchlogs/2021-2022/defense/Christian-Pulisic-Match-Logs
"Ñíguez, Saúl",ESP,MF,27.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,25.0,3.0,12.0,13.0,12.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,https://fbref.com/en/players/c14bc029/matchlogs/2021-2022/defense/Saul-Niguez-Match-Logs
"Barkley, Ross",ENG,MF,27.0,1.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0,3.0,20.0,1.0,9.0,5.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,https://fbref.com/en/players/3a24769f/matchlogs/2021-2022/defense/Ross-Barkley-Match-Logs
"Arrizabalaga, Kepa",ESP,GK,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/28d596a0/matchlogs/2021-2022/defense/Kepa-Arrizabalaga-Match-Logs
"Sarr, Malang",FRA,DF,22.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,4.0,36.4,9.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,13.0,0.0,https://fbref.com/en/players/4315f30d/matchlogs/2021-2022/defense/Malang-Sarr-Match-Logs
"Palmieri, Emerson",ITA,DF,27.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e0bc6fdc/matchlogs/2021-2022/defense/Emerson-Palmieri-Match-Logs
